topic,conversation
상사 폭언 위로,"○○○ 씨 괜찮아요? 아까 팀장님한테 엄청 소리 지르시던데...
네... 뭐... 괜찮습니다.
얼굴이 너무 안 좋아 보이는데... 무슨 일 있었어요?
제가 업무 보고를 제대로 못 드려서...
아무리 보고 내용이 부족하더라도 그렇게까지 화내시는 건 좀...
맞아요. 저도 듣기가 민망하더라고요.
혹시 많이 속상하세요?
네... 솔직히 좀 기분이 안 좋네요.
너무 마음에 담아두지 마세요. 팀장님도 가끔 그러실 때 있으니까.
그래도... 오늘은 좀 심했던 것 같아요.
혹시 퇴근하고 같이 저녁이라도 드실래요?
좋아요. 감사합니다.
저희도 팀장님께 한번 말씀드려 볼까요?
아니에요. 괜찮습니다. 그냥 제가 더 잘해야죠.
그래도 너무 힘들어하지 마세요. 저희가 항상 응원하고 있습니다."
상사 폭언 위로,"○○○ 씨! 괜찮아요? 아까 팀장님 진짜 너무하시던데...
네... 저도 너무 놀랐어요.
무슨 일 때문에 그렇게 화내신 거예요?
제가 제출한 자료에 문제가 좀 있었나 봐요.
아무리 그래도 그렇지... 그렇게까지 감정적으로 대하시는 건 좀...
맞아요. 저도 듣고 있는 내내 마음이 불편했어요.
혹시 많이 힘드세요?
네... 솔직히 좀 많이 속상하네요.
너무 힘들어하지 마세요. 팀장님도 좀 예민하실 때가 있으니까.
그래도... 오늘은 좀 도가 지나치셨어요.
퇴근하고 저희랑 같이 커피라도 한잔하면서 얘기해요.
좋아요. 고마워요.
혹시 저희가 팀장님께 말씀이라도 드려볼까요?
아니에요. 괜찮아요. 그냥 제가 더 신경 써야죠.
그래도 너무 힘들어하지 마세요. 저희가 항상 옆에 있으니까요."
상사 폭언 위로,"○○○ 대리님! 괜찮으세요? 아까 팀장님 진짜...
네... 저도 정신이 없네요.
무슨 일 때문에 그렇게까지...
제가 처리한 업무에 실수가 좀 있었나 봐요.
아무리 실수가 있었더라도 그렇게까지 폭언을 하시는 건 정말...
맞아요. 저도 듣고 너무 충격받았어요.
혹시 많이 힘드시죠?
네... 솔직히 너무 힘들어요.
너무 자책하지 마세요. 누구나 실수할 수 있는 거예요.
그래도... 제가 좀 더 꼼꼼했어야 했는데...
너무 힘들어하지 마세요. 저희가 옆에서 항상 응원하고 있어요.
저희도 팀장님께 한번 말씀드려 볼까요? 이건 좀 아니라고.
아니에요. 괜찮습니다. 그냥 제가 더 조심해야죠.
그래도 너무 힘들어하지 마세요. 저희가 항상 함께 있어요."
원치 않는 야근,"아... 결국 또 야근이네. 오늘 칼퇴근하고 싶었는데.
그러게. 갑자기 일이 몰아치는 바람에 어쩔 수 없지 뭐.
나는 오늘 약속 있는데... 정말 난감하다.
저도 오늘 중요한 개인적인 일 있었는데...
팀장님은 당연하다는 듯이 야근 지시하시니 답답하네.
그러게 말이야. 미리 좀 알려주시지.
그래도 어쩌겠어. 주어진 일은 해야 하니...
얼른 끝내고 가자. 우리 힘내서.
맞아. 최대한 빨리 집중해서 끝내는 수밖에.
혹시 필요한 거 있으면 서로 도와가면서 하자.
좋아. 나도 도울 일 있으면 말해줘.
오늘 야근하면 내일은 좀 여유 생기겠지?
글쎄... 또 다른 일이 생길 수도 있고... 하하..."
원치 않는 야근,"아... 퇴근 시간 10분 전인데 또 새로운 업무 지시야?
진짜 너무하시네. 사람들도 다 지쳐 보이는데.
이거 오늘까지 해야 하는 건가요?
네. 팀장님께서 급하다고...
아... 진짜 너무 싫다. 주말에도 일했는데 또 야근이라니.
그러게. 우리에게도 개인 시간이라는 게 있는데.
불필요한 야근은 좀 줄여주셨으면 좋겠네.
맞아. 효율적으로 일하는 게 더 중요하지 않나?
그래도 어쩌겠어. 시키는 대로 해야지.
일단 시작하면 최대한 빨리 끝내보자.
혹시 저녁 안 드신 분 있어요? 같이 시켜 먹을까요?
좋아요. 뭐 먹을까요?
얼른 끝내고 집에 가서 쉬고 싶다..."
원치 않는 야근,"어휴... 오늘도 야경 감상하겠네.
내일 휴일인데... 이렇게 늦게까지 일해야 하다니.
그러게 말이야. 휴일 전날은 좀 일찍 끝내주시면 좋을 텐데.
팀장님은 휴일 개념이 없으신가 봐.
이거 내일까지 꼭 해야 하는 일인가요?
네. 다음 주 회의 자료라서...
하... 그래도 너무하네.
우리끼리라도 힘내서 빨리 끝내보자.
혹시 졸린 사람 있어요? 커피라도 한잔할까요?
좋아요. 커피 마시고 정신 차려서 일해야지.
이 야근의 끝은 어디일까...
우리 모두 파이팅 하자!
내일 늦잠이라도 푹 자야지..."
원치 않는 야근,"아... 시계 보니 벌써 9시네. 언제 퇴근할 수 있을까.
오늘따라 일이 더 안 끝나는 것 같은 기분이야.
나도. 집중도 안 되고... 빨리 집에 가고 싶다.
내일 중요한 발표 준비해야 하는데... 이렇게 늦게까지 야근하면 어쩌지.
팀장님은 왜 이렇게 퇴근을 안 하시는 걸까. 눈치 좀 있으셨으면 좋겠네.
그러게. 팀장님 퇴근하셔야 우리도 퇴근할 텐데.
이거 다 끝내려면 새벽 넘을 수도 있겠다.
혹시 간식이라도 먹으면서 할까요? 배고프네.
좋아요. 뭐 시켜 먹을까요?
얼른 끝내고 택시 타고 집에 가야겠다.
내일 출근 생각하니 벌써부터 피곤하다.
우리 모두 힘내요. 얼마 안 남았어요. 아마도...
그래... 힘내자..."
원치 않는 야근,"어휴... 또 야근 확정이네. 팀장님 방에 불 꺼질 생각을 안 하셔.
오늘따라 유난히 다들 지쳐 보이는 것 같아.
그러게. 말도 없어지고... 숨소리만 들리네.
이거 오늘 안에 다 끝낼 수 있을까?
팀장님은 왜 이렇게 야근을 당연하게 생각하시는 걸까.
맞아. 우리도 저녁 있는 삶을 좀 즐기고 싶은데.
이렇게 매번 야근하면 번아웃 올 것 같아.
혹시 내일 오전에 잠깐 늦게 출근해도 될까? 눈치 보이네.
일단 오늘 야근 잘 마무리하고 내일 상황 봐서 팀장님께 말씀드려 봐.
그래야겠다.
우리 모두 힘내요. 야근 수당이라도 제대로 챙겨주면 좋겠는데.
그러게. 그나마 그거라도 위안 삼아야지.
얼른 끝내고 집에 가서 넷플릭스나 봐야겠다."
원치 않는 야근,"아... 벌써 11시네. 슬슬 막차 끊길 시간인데.
진짜 오늘 역대급 야근이다.
내일 당장 써야 하는 자료라서 어쩔 수 없긴 하지만... 너무 힘드네.
팀장님은 아직도 열정적으로 일하고 계시네. 존경스럽기도 하고... 슬프기도 하고...
우리도 팀장님처럼 에너지 넘치게 일하고 싶지만... 이미 방전이야.
이거 마무리하고 집에 가면 새벽 1시는 넘겠지.
내일 아침 회의 어떻게 가지...
혹시 택시 같이 타고 갈 사람 있어요?
저도요.
택시비 나눠서 내면 조금이라도 부담 덜 되겠지.
맞아요.
얼른 끝내고 집에 가서 씻고 바로 자야겠다.
내일은 제발 야근 없기를..."
원치 않는 야근,"어휴... 팀장님 퇴근 안 하시는 거 보니 오늘도 각이네.
저녁도 제대로 못 먹었는데... 벌써 배고프다.
나도. 아까 편의점에서 대충 때웠는데 벌써 꺼졌어.
이거 언제 다 끝내고 퇴근할 수 있을까.
팀장님께 '저 먼저 퇴근하겠습니다'라고 말하고 싶은 용기가 안 나네.
나도. 괜히 눈치 보이고...
그냥 시키는 대로 묵묵히 해야지 뭐.
혹시 뭐 먹고 싶은 거 있어요? 시켜 드릴까요?
저는 괜찮아요. 얼른 일 끝내고 싶은 마음뿐이라.
저도요.
우리 모두 힘내서 최대한 빨리 끝내고 퇴근합시다.
그래요. 파이팅!
집에 가서 따뜻한 물로 샤워하고 푹 자고 싶다..."
원치 않는 야근,"아... 팀장님 또 새로운 업무 지시하시네. 퇴근 전에...
진짜 해도 해도 너무하신다.
이거 내일까지 급한 건가요?
네. 내일 아침 회의 때 보고해야 한다고...
하... 오늘 야근하면 내일 하루 종일 피곤할 텐데.
그러게. 주말에 쉬지도 못했는데...
이 회사 야근 너무 당연하게 생각하는 것 같아.
우리끼리라도 불만을 토로하니 좀 나아지는 것 같기도 하고... 아닌가.
일단 주어진 업무부터 처리해야겠지.
혹시 이 업무 관련해서 도움 필요하신 분 있나요?
저는 괜찮습니다.
저도요.
얼른 끝내고 집에 가서 쉬고 싶다..."
원치 않는 야근,"어휴... 오늘도 야근이다 야근.
내일은 제발 칼퇴근하게 해주세요.
그러게. 소박한 소망인데 왜 이렇게 안 이루어질까.
팀장님은 야근하는 걸 당연하게 생각하시는 것 같아.
정시 퇴근하는 사람이 이상한 건가 싶기도 하고.
우리끼리라도 으쌰으쌰 해서 빨리 끝내자.
혹시 커피 한잔 더 마실 사람?
저요.
따뜻한 아메리카노 한잔 마시고 정신 차려야지.
이 야근 언제쯤 끝날까...
우리 모두 힘내요.
집에 가서 푹 쉬고 내일 또 열심히 일해야지. 씁쓸하네..."
원치 않는 야근,"아... 팀장님 아직 퇴근 안 하셨네. 우리도 글렀다.
오늘따라 시간이 더 안 가는 것 같은 느낌이야.
나만 그런 게 아니었어. 다들 시계만 쳐다보고 있네.
이거 다 끝내려면 밤샐 수도 있겠다.
팀장님께 내일 오전에 중요한 약속 있다고 말씀드려볼까...
괜히 찍힐까 봐 무섭다.
그냥 조용히 일하는 수밖에...
혹시 졸리면 잠깐 휴게실 가서 눈 좀 붙였다 올까요?
그것도 괜찮겠네.
우리 모두 힘내서 얼른 끝내고 퇴근합시다.
그래요. 파이팅!
집에 가서 따뜻한 물로 샤워하고 바로 뻗어야지..."
프로젝트 진행 상황 보고,"팀장님께 이번 주 프로젝트 진행 상황 보고드릴까요?
네 ○○ 씨 지난주 진행 상황부터 간략하게 말씀해주세요
네 지난주에는 기획 단계 마무리하고 디자인 작업 초반 진행했습니다
이번 주는 디자인 작업 마무리하고 개발 단계 시작할 예정입니다
개발 일정은 예상대로 진행될 것 같나요?
현재까지는 큰 문제없이 진행되고 있습니다
혹시 이번 주에 특별히 보고해야 할 이슈 있나요?
네 디자인 수정 관련해서 팀원들과 논의가 좀 필요합니다
어떤 부분인가요?
사용자 인터페이스 관련해서 의견이 조금씩 달라서요"
프로젝트 진행 상황 보고,"○○ 씨 이번 프로젝트 진행 상황 좀 알려주시겠어요?
네 현재까지 계획했던 일정대로 순조롭게 진행되고 있습니다
이번 주에는 어떤 부분을 중점적으로 진행했나요?
주요 기능 개발 완료하고 테스트 진행 중입니다
테스트 결과는 어떻게 나왔나요?
아직 몇 가지 오류가 발견되었지만 수정 작업 진행 중입니다
다음 주까지는 모든 오류 수정 완료할 수 있을까요?
최대한 노력하겠습니다 필요한 경우 추가 인력 투입도 고려하고 있습니다
알겠습니다 다음 주 보고 때 수정 완료된 결과 함께 보고해주세요
네 그렇게 하겠습니다"
프로젝트 진행 상황 보고,"이번 프로젝트 진행 상황 공유하겠습니다
현재까지 목표했던 진척률은 어느 정도인가요?
현재 80% 정도 진행되었습니다
남은 기간 동안 완료 가능할까요?
네 충분히 가능합니다
이번 주에 완료된 주요 작업은 무엇인가요?
데이터베이스 구축 완료 및 연동 테스트까지 마쳤습니다
다음 주 진행 계획은 어떻게 되나요?
프론트엔드 개발 마무리 및 최종 테스트 진행 예정입니다
혹시 예상되는 문제점은 없나요?
현재까지는 특별한 문제점은 없습니다"
프로젝트 진행 상황 보고,"○○○ 씨 이번 주 프로젝트 진행 상황 보고 부탁드립니다
네 현재 디자인 작업 거의 완료 단계입니다
다음 주부터는 개발 작업 본격적으로 시작할 수 있을 것 같습니다
개발팀과 일정 조율은 완료되었나요?
네 개발팀과 협의해서 다음 주 초부터 진행하기로 했습니다
이번 주 디자인 작업 하면서 어려웠던 점은 없었나요?
네 특별히 어려웠던 점은 없었습니다
다음 주 개발 진행 상황도 꾸준히 공유 부탁드립니다
네 알겠습니다"
프로젝트 진행 상황 보고,"팀장님께 현재 프로젝트 진행 상황 간략히 보고 드리겠습니다
현재까지 일정 대비 90% 완료되었습니다
이번 주에는 사용자 테스트 진행했습니다
테스트 결과는 어떻게 나왔나요?
전반적으로 긍정적인 반응입니다 다만 몇 가지 개선 사항이 있었습니다
개선 사항은 모두 반영되었나요?
네 현재 수정 작업 완료했습니다
다음 단계 진행 계획은 어떻게 되나요?
최종 QA 진행 후 배포 준비할 예정입니다"
프로젝트 진행 상황 보고,"○○ 대리 이번 프로젝트 진행 상황 보고해 주세요
네 현재 콘텐츠 제작 거의 완료되었습니다
다음 주부터 검수 작업 진행할 예정입니다
검수 인력은 확보되었나요?
네 관련 부서 협조 받아서 검토 진행할 예정입니다
이번 주 콘텐츠 제작하면서 이슈는 없었나요?
네 특별한 이슈는 없었습니다
검수 완료 후 결과 보고 부탁드립니다
네 알겠습니다"
프로젝트 진행 상황 보고,"이번 프로젝트 진행 상황 말씀드리겠습니다
현재까지 계획했던 일정의 70% 완료했습니다
이번 주에는 서버 구축 작업 완료했습니다
다음 주에는 어플리케이션 개발 시작할 예정입니다
개발팀과 협업은 잘 되고 있나요?
네 원활하게 소통하면서 진행하고 있습니다
다음 주 개발 진행 상황도 공유해주세요
네 알겠습니다"
프로젝트 진행 상황 보고,"신입사원 ○○ 씨 이번 주 프로젝트 진행 상황 보고해 주세요
네 팀장님 이번 주에는 자료 조사 및 분석을 진행했습니다
다음 단계는 무엇인가요?
다음 주부터 본격적으로 보고서 작성에 들어갈 예정입니다
보고서 초안은 언제쯤 나올까요?
다음 주 금요일까지 초안을 제출할 수 있도록 노력하겠습니다
알겠습니다 보고서 작성에 필요한 지원 있으면 언제든 말씀하세요
네 감사합니다 팀장님"
프로젝트 진행 상황 보고,"주임님 이번 프로젝트 진행 상황 보고 부탁드립니다
네 현재 디자인 시안 작업 마무리 단계입니다
다음 주 초까지 최종 시안 확정할 수 있을 것 같습니다
클라이언트 피드백 반영은 완료되었나요?
네 수정 사항 모두 반영 완료했습니다
다음 단계는 어떻게 진행되나요?
다음 단계는 퍼블리싱 작업 진행할 예정입니다"
프로젝트 진행 상황 보고,"과장님께 이번 주 프로젝트 진행 상황 보고 드립니다
현재 개발 진척도는 50%입니다
이번 주에는 핵심 기능 개발 완료했습니다
다음 주 계획은 무엇인가요?
다음 주에는 사용자 인터페이스 개발에 집중할 예정입니다
개발 과정에 어려운 점은 없었나요?
네 현재까지는 특별한 어려움은 없었습니다"
프로젝트 진행 상황 보고,"부장님 이번 프로젝트 진행 상황 보고드리겠습니다
현재까지 일정 대비 95% 완료되었습니다
이번 주 최종 테스트까지 성공적으로 마쳤습니다
다음 단계는 무엇인가요?
다음 주 배포 준비 및 최종 점검 진행할 예정입니다
배포 일정은 확정되었나요?
네 다음 주 수요일로 예정되어 있습니다"
프로젝트 진행 상황 보고,"차장님 이번 프로젝트 진행 상황 보고 부탁드립니다
네 현재 콘텐츠 검토 단계입니다
이번 주까지 모든 콘텐츠 검토 완료할 예정입니다
검토 결과는 어떻습니까?
일부 수정 사항 있지만 전반적으로 양호합니다
다음 단계 진행 계획은 무엇인가요?
다음 단계는 최종 승인 요청 및 배포입니다"
프로젝트 진행 상황 보고,"팀장님께 금주 프로젝트 진행 상황 보고 드립니다
현재 데이터 분석 작업 완료했습니다
다음 주부터 보고서 작성 시작할 예정입니다
보고서 작성 일정은 어떻게 되나요?
다음 주 금요일까지 초안 제출 목표로 하고 있습니다
보고서 관련 필요한 자료 있으시면 말씀해주세요
네 감사합니다"
프로젝트 진행 상황 보고,"대리님 이번 프로젝트 진행 상황 알려주세요
네 현재 디자인 수정 작업 진행 중입니다
클라이언트의 추가 요구 사항 반영하고 있습니다
수정 완료 예상 시점은 언제인가요?
다음 주 초까지 완료할 수 있을 것 같습니다
수정 작업에 어려움은 없나요?
네 현재까지는 큰 어려움 없이 진행 중입니다"
프로젝트 진행 상황 보고,"부장님께 현재 프로젝트 진행 상황 보고 드리겠습니다
현재까지 일정 대비 70% 완료되었습니다
이번 주에는 서버 안정화 작업 진행했습니다
다음 주 개발 계획은 무엇인가요?
다음 주에는 신규 기능 개발 진행할 예정입니다
개발팀 협조는 잘 이루어지고 있나요?
네 원활하게 협업하고 있습니다"
프로젝트 진행 상황 보고,"주임님 이번 주 프로젝트 진행 상황 보고 부탁드립니다
네 현재 테스트 케이스 작성 완료했습니다
다음 주부터 본격적인 테스트 진행할 예정입니다
테스트 기간은 얼마나 예상하고 있나요?
최소 1주일 정도 예상하고 있습니다
테스트 진행 상황 꾸준히 공유 부탁드립니다
네 알겠습니다"
프로젝트 진행 상황 보고,"상무님께 현재 프로젝트 진행 상황 보고드리겠습니다
현재까지 계획 대비 85% 완료되었습니다
이번 주 사용자 피드백 반영 완료했습니다
다음 단계는 최종 검토 및 배포 준비입니다
배포 예정일은 언제로 보고 계십니까?
다음 달 초로 예상하고 있습니다"
갑질 하소연,"아... 진짜 너무 힘들어. 팀장님 왜 저한테만 이러시는지 모르겠어.
또 무슨 일 있으셨어요?
오늘 회의 때 사람들 다 있는데 저한테만 엄청 심하게 뭐라고 하시는 거야.
진짜 해도 해도 너무하시다.
제가 뭘 그렇게 잘못했는지도 모르겠고... 너무 속상해.
혹시 다른 동료들한테도 그러세요?
아니. 이상하게 저한테만 유독 그러시는 것 같아.
혹시 팀장님께 직접 말씀드려 보셨어요?
몇 번 시도했는데 들으려고도 안 하셔. 더 화만 내시고.
너무 힘드시겠네요... 저희가 옆에서 뭐 도울 일 없을까요?
얘기 들어주시는 것만으로도 너무 감사해요.
혼자 끙끙 앓지 마세요. 저희가 항상 같이 있어요.
고마워요... 덕분에 조금 나아진 것 같아요."
갑질 하소연,"야... 너 아까 표정 완전 안 좋던데 무슨 일 있었어?
차장님이 또...
또 뭐라고 하셨어? 진짜 해도 너무하신다.
오늘 업무 지시하시면서 인격 모독하는 발언까지 하시는 거야.
진짜 너무 심하시다... 녹음이라도 해 둬야 하는 거 아니야?
그러고 싶은 심정 굴뚝같지만... 괜히 더 피곤해질까 봐.
혹시 다른 사람들한테도 그러셔?
응. 몇몇 사람들한테는 똑같이 하시는 것 같아.
이거 완전 직장 내 괴롭힘 아니야?
맞아... 근데 어떻게 해야 할지 모르겠어.
저희한테라도 속 시원하게 다 얘기해요. 듣고만 있어도 좀 나아질 거예요.
고마워... 얘기 들어줘서."
갑질 하소연,"어휴... 진짜 ○○○ 씨 너무 힘드시겠다.
네... 부장님이 어제부터 계속 저한테만 화풀이하시는 것 같아요.
왜 그러시는 건데요?
저도 잘 모르겠어요. 그냥 제 모든 게 다 마음에 안 드시는 것 같아요.
너무 스트레스받지 마세요. 부장님 원래 좀 감정 기복 심하시잖아요.
그래도 이건 좀 심한 것 같아요.
혹시 다른 동료분들은 뭐라고 안 하세요?
다들 안쓰러워하면서도 괜히 휘말릴까 봐...
저희한테라도 힘든 거 있으면 다 얘기하세요.
들어주셔서 감사합니다... 진짜 너무 힘드네요.
저희도 가만히 있으면 안 될 것 같은데...
일단 ○○○ 씨 마음부터 추스르는 게 먼저예요."
갑질 하소연,"아 진짜 짜증나. 팀장 그 인간 또 시작이야.
또 뭐라 그래? 진짜 질린다.
오늘 아침부터 사람 기분 잡치게 하네.
무슨 말 했길래 그래?
별것도 아닌 걸로 트집 잡고 난리야.
진짜 너무 스트레스 받아.
혹시 녹음 같은 거 해 뒀어?
아니 없어. 생각도 못 했네.
다음부터라도 꼭 해 둬. 증거가 있어야 해.
하... 진짜 회사 다니기 싫다."
갑질 하소연,"야 ○○아 너 괜찮아? 아까 부장님한테 엄청 혼났다며.
어휴... 말도 마. 진짜 너무 심해.
무슨 일 있었는데?
내가 실수 좀 하긴 했는데 그렇게까지...
진짜 해도 너무하시다. 사람 기분 완전 망치네.
혹시 다른 사람들한테도 그래?
응 몇몇 사람들한테는 똑같이 해.
이거 완전 갑질 아니냐?
맞아. 근데 뭐 어쩌겠어. 힘없는 우리만 당하지.
너무 힘들어하지 마. 우리라도 옆에서 위로해 줄게.
고맙다..."
갑질 하소연,"어휴... ○○○ 씨 오늘 힘들어 보이시네요. 무슨 일 있으세요?
네... 과장님이 계속 저한테만 뭐라고 하셔서요.
또요? 진짜 너무하시네.
제가 뭘 그렇게 잘못했는지 모르겠어요.
혹시 다른 동료들한테도 그러세요?
아니요 저한테만 유독 심하게 하시는 것 같아요.
너무 속상해하지 마세요. 저희가 옆에 있잖아요.
얘기 들어주셔서 감사합니다..."
갑질 하소연,"○○○ 대리님 괜찮으세요? 아까 팀장님 목소리가 너무 크던데요.
네... 뭐... 그냥 좀 그랬어요.
무슨 일 있었는데요?
제가 보고서를 좀 늦게 제출했더니...
아무리 그래도 그렇게까지 화내시는 건 좀...
맞아요. 저도 듣기 불편했어요.
혹시 많이 힘드세요?
네... 솔직히 좀 지치네요.
너무 힘들어하지 마세요. 저희가 있잖아요."
갑질 하소연,"야 너 아까 표정 왜 그렇게 안 좋아? 무슨 일 있었어?
이사님이 또...
또 뭐라 하셨어? 진짜 인간적으로 너무하다.
오늘 회의 때 사람들 앞에서 완전 망신을 주시더라고.
진짜 너무 심하시네.
혹시 다른 사람들한테도 그래?
응. 몇몇 사람들은 똑같이 당해.
이거 완전 갑질인데...
맞아... 근데 우리가 뭘 할 수 있겠어.
너무 힘들어하지 마. 우리가 옆에 있잖아."
갑질 하소연,"○○ 씨 오늘 기분 안 좋아 보이네. 무슨 일 있었어?
네... 부장님이 자꾸 터치하셔서 너무 힘들어요.
또 뭐 때문에 그러셔?
제가 하는 일마다 사사건건 간섭하시고...
진짜 너무 스트레스 받겠다.
혹시 다른 사람들한테도 그래?
아니요 저한테만 유독 그러시는 것 같아요.
너무 힘들어하지 마세요. 저희가 응원하고 있어요.
고맙습니다..."
갑질 하소연,"○○○ 주임님 괜찮으세요? 아까 팀장님한테 엄청 혼나셨다면서요.
네... 제가 좀 실수를 해서...
아무리 그래도 그렇게까지...
맞아요. 저도 너무 놀랐어요.
혹시 많이 힘드세요?
네... 솔직히 좀 속상하네요.
너무 자책하지 마세요."
갑질 하소연,"아... 진짜 이 회사 다니는 거 너무 지친다.
또 팀장님 때문에 그래?
응. 오늘도 별것도 아닌 걸로 엄청 짜증 내시네.
진짜 너무 힘드시겠다.
저한테만 유독 심하게 그러시는 것 같아.
혹시 다른 동료들은 뭐라고 안 해?
다들 그냥 안쓰러워하는 정도?
너무 힘들어하지 마. 우리라도 옆에서 힘이 되어줄게.
고마워... 너희들밖에 없다 정말.
힘내. 어떻게든 잘 해결될 거야."
갑질 하소연,"야... 너 오늘 얼굴 완전 흙빛인데 무슨 일 있었어?
부장님이 또...
또 뭐라 하셨어? 진짜 인간적으로 너무하다.
오늘 아침부터 계속 갈구시네.
진짜 듣는 내가 다 스트레스받네.
혹시 다른 사람한테도 그러셔?
응. 몇몇 사람들은 똑같이 당해.
이거 완전 직장 내 괴롭힘 아니냐?
맞아... 근데 신고해도 소용없을 것 같고.
너무 힘들어하지 마. 우리끼리라도 위로해 주자.
고맙다..."
갑질 하소연,"어휴... ○○○ 씨 오늘 힘들어 보이시네요. 무슨 일 있으세요?
네... 과장님이 계속 저한테만 압박을 주셔서요.
또요? 진짜 너무하시네.
제가 뭘 그렇게 잘못했는지 모르겠어요.
혹시 다른 동료들한테도 그러세요?
아니요 저한테만 유독 그러시는 것 같아요.
너무 힘들어하지 마세요. 저희가 응원하고 있어요.
얘기 들어주셔서 감사합니다..."
갑질 하소연,"○○○ 대리님 괜찮으세요? 아까 팀장님 목소리가 너무 크던데요.
네... 뭐... 그냥 좀 피곤하네요.
무슨 일 있었는데요?
제가 업무 보고를 좀 버벅거렸더니...
아무리 그래도 그렇게까지...
맞아요. 저도 듣기 민망했어요.
혹시 많이 힘드세요?
네... 솔직히 좀 기운이 없네요.
너무 힘들어하지 마세요. 저희가 있잖아요."
갑질 하소연,"야 너 아까 표정 왜 그렇게 안 좋아? 무슨 일 있었어?
이사님이 또...
또 뭐라 하셨어? 진짜 해도 해도 너무하다.
오늘 점심시간에도 불러서 잔소리하시더라고.
진짜 밥맛 떨어지겠다.
혹시 다른 사람들한테도 그래?
응. 몇몇 사람들은 똑같이 힘들어해.
이거 완전 갑질인데...
맞아... 하...
너무 힘들어하지 마. 우리끼리라도 푸념하자."
갑질 하소연,"○○ 씨 오늘 기분 안 좋아 보이네. 무슨 일 있었어?
네... 부장님이 자꾸 쓸데없는 걸 시키셔서 너무 짜증 나요.
또 뭐 때문에 그러셔?
정말 중요하지도 않은 일인데 자꾸 저한테만 시키시네요.
진짜 스트레스 엄청나겠다.
혹시 다른 사람들한테도 그래?
아니요 저한테만 유독 그러시는 것 같아요.
너무 힘들어하지 마세요.
고맙습니다..."
갑질 하소연,"○○○ 주임님 괜찮으세요? 아까 팀장님한테 엄청 혼나셨다면서요.
네... 제가 서류 작업을 좀 잘못해서...
아무리 그래도 그렇게까지...
맞아요. 저도 너무 놀랐어요.
혹시 많이 힘드세요?
네... 솔직히 좀 자괴감 드네요.
힘내세요. 저희가 응원 할게요."
갑질 하소연,"아... 진짜 오늘따라 더 힘든 것 같아.
또 상사 때문에 그래?
응. 오늘 완전 감정 쓰레기통 된 기분이야.
진짜 너무 힘드시겠다.
저한테만 왜 이렇게 유독 모질게 구시는지 모르겠어.
혹시 다른 동료들은 뭐라고 안 해?
다들 그냥 안쓰러워하는 눈치야.
너무 힘들어하지 마. 우리가 옆에서 위로해 줄게.
고마워..."
갑질 하소연,"야... 너 아까 회의 끝나고 표정 안 좋던데 무슨 일 있었어?
차장님이 또...
또 뭐라 하셨어? 진짜 해도 너무하시네.
오늘 회의 내용 정리하라고 엄청 압박하시네.
진짜 숨 막히겠다.
혹시 다른 사람들한테도 그래?
응. 몇몇 사람들은 똑같이 힘들어해.
이거 완전 갑질인데...
맞아... 하... 그냥 버텨야지 뭐.
너무 힘들어하지 마. 우리끼리라도 얘기하면서 풀자."
갑질 하소연,"○○ 씨 오늘 기분 안 좋아 보이네. 무슨 일 있었어?
네... 부장님이 자꾸 불필요한 보고서를 시키셔서 너무 짜증 나요.
또 뭐 때문에 그러셔?
시간 낭비인 것 같은데 계속 시키시네요.
진짜 스트레스 장난 아니겠다.
혹시 다른 사람들한테도 그래?
아니요 저한테만 유독 그러시는 것 같아요.
너무 마음쓰지 마세요.
고맙습니다..."
신입 시절 회상,"와 벌써 우리가 햇병아리 벗어난 지도 꽤 됐네.
그러게. 시간 참 쏜살같아. 마치 어제 일 같은데.
난 그때 정말이지 아무것도 몰라서 허둥지둥댔었지.
나도. 복사 용지 넣는 법 몰라 윗분께 꾸지람 들었던 기억이 생생해.
나는 전화 응대가 제일 난관이었어. 무슨 말을 해야 할지 늘 떨렸지.
맞아 맞아. 엉뚱한 곳 연결해서 곤란했던 적 한두 번 아니었지.
그때 돌이켜보면 참 미숙했어 우리 모두.
그럼에도 그때는 패기와 열정으로 가득했던 시절이지 않았나 싶어.
맞아. 지금은 세상의 풍파를 너무 많이 겪었어...
가끔 그 시절 떠올리면 웃음도 나고 왠지 뭉클하기도 해."
신입 시절 회상,"우리 처음 OT 갔을 때 분위기 엄청 서먹서먹했잖아.
맞아. 서로 눈치만 보고 제대로 대화도 못 나눴지.
나는 그때 발표 차례에 다리가 후들거렸던 기억이 선명해.
나는 단체 사진 촬영 때 시선 둘 곳을 몰라 어색하게 웃었지.
정말이지 신참 시절은 모든 게 낯설고 어려웠어.
그럼에도 그때 동기들끼리 똘똘 뭉쳐 서로에게 힘이 되었잖아.
맞아. 고될 때 서로 다독이고 격려하며 버텼지.
그때 그 동기들과는 아직도 꾸준히 연락하며 지내?
응. 가끔 만나 그 시절 이야기 나누면 배꼽 빠지게 웃겨.
그때를 생각하면 지금 우리가 이렇게 성장한 것도 신기해."
